ticker,Date,TVol,TXN,TV,OP,HP,LP,CP,Dir,CHG,LBBP,LBBV,LBSP,LBSV,PER
081176,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.19,499.0,2.25,100.0,825.00
081177,20210129,152000.0,15.0,"200,410",1.4,1.41,1.23,1.25,-,0.11,1.24,100.0,1.25,90.0,68.80
081178,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.58,100.0,0.59,100.0,103.00
081179,20210129,8000.0,2.0,"13,260",1.71,1.71,1.65,1.65,+,0.12,1.61,499.0,1.63,100.0,"1,905.00"
081180,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.57,499.0,2.66,100.0,826.00
081181,20210129,12000.0,4.0,"4,100",0.33,0.35,0.31,0.35,+,0.02,0.36,499.0,0.41,10.0,6.72
081182,20210129,273000.0,6.0,"96,320",0.35,0.45,0.35,0.45,+,0.09,0.4,499.0,0.46,499.0,6.72
081183,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.39,499.0,0.48,10.0,7.64
081184,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.43,499.0,0.49,100.0,7.64
081185,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.57,100.0,0.58,50.0,16.20
081186,20210129,14000.0,1.0,"13,300",0.95,0.95,0.95,0.95, ,0.0,0.92,100.0,0.93,50.0,20.90
081187,20210129,35000.0,1.0,"10,150",0.29,0.29,0.29,0.29,-,0.01,0.27,100.0,0.28,50.0,9.26
081188,20210129,54000.0,5.0,"68,570",1.26,1.29,1.26,1.26,-,0.02,1.27,100.0,1.28,50.0,405.50
081189,20210129,122000.0,5.0,"219,010",1.91,1.91,1.59,1.59,-,0.25,1.56,100.0,1.59,50.0,115.00
081190,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.51,100.0,0.52,50.0,16.45
081191,20210129,35000.0,2.0,"30,600",0.87,0.88,0.87,0.88,+,0.02,0.82,100.0,0.83,50.0,18.00
081192,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,100.0,0.41,50.0,23.40
081193,20210129,5000.0,1.0,"17,300",3.46,3.46,3.46,3.46,+,0.2,3.2,100.0,3.21,10.0,574.00
081194,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.85,100.0,--,0.0,41.35
081195,20210129,301000.0,8.0,"145,890",0.5,0.53,0.46,0.46,-,0.02,0.45,100.0,0.46,50.0,26.45
081196,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.55,100.0,0.56,50.0,26.45
081197,20210129,1000.0,1.0,490,0.49,0.49,0.49,0.49, ,0.0,0.47,100.0,0.48,50.0,26.45
081198,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.22,100.0,4.32,10.0,875.00
081199,20210129,160000.0,10.0,"167,530",1.13,1.13,0.99,0.99,-,0.13,0.98,100.0,0.99,50.0,78.20
081200,20210129,260000.0,13.0,"218,940",0.88,0.88,0.76,0.77,-,0.18,0.77,100.0,0.78,50.0,31.20
081201,20210129,846000.0,24.0,"928,340",1.21,1.21,1.04,1.04,-,0.11,1.03,40.0,1.04,50.0,12.55
081202,20210129,30000.0,1.0,"18,600",0.62,0.62,0.62,0.62,-,0.04,0.15,20.0,--,0.0,23.60
081203,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.77,100.0,0.79,50.0,12.50
081204,20210129,119000.0,9.0,"210,450",1.92,1.92,1.67,1.74,-,0.16,1.74,10.0,1.77,50.0,251.00
081205,20210129,28000.0,3.0,"65,660",2.42,2.42,2.31,2.31,-,0.12,2.42,100.0,2.48,10.0,251.00
081206,20210129,2000.0,1.0,"4,620",2.31,2.31,2.31,2.31, ,0.0,2.19,100.0,2.2,10.0,394.00
081207,20210129,480000.0,7.0,"236,700",0.5,0.51,0.49,0.49,+,0.06,0.47,100.0,0.48,50.0,13.05
081208,20210129,21000.0,1.0,"14,700",0.7,0.7,0.7,0.7,+,0.04,0.72,100.0,0.73,50.0,13.05
081209,20210129,456000.0,21.0,"670,500",1.52,1.52,1.4,1.4,-,0.1,1.37,10.0,1.38,50.0,92.40
081210,20210129,39000.0,2.0,"33,540",0.86,0.86,0.86,0.86,+,0.06,0.86,100.0,0.87,50.0,28.15
081211,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.67,100.0,0.68,50.0,236.00
081212,20210129,10000.0,1.0,"11,400",1.14,1.14,1.14,1.14,-,0.04,1.02,100.0,1.03,50.0,160.50
081213,20210129,141000.0,1.0,"100,110",0.71,0.71,0.71,0.71, ,0.0,0.69,499.0,0.7,499.0,405.50
081214,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.56,499.0,0.57,499.0,39.30
081215,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.62,499.0,0.63,499.0,26.45
081216,20210129,25000.0,1.0,"14,500",0.58,0.58,0.58,0.58,-,0.08,0.54,499.0,0.55,499.0,83.20
081217,20210129,78000.0,5.0,"41,220",0.54,0.54,0.48,0.48,-,0.08,0.48,10.0,0.49,10.0,83.20
081218,20210129,370000.0,26.0,"163,570",0.62,0.62,0.4,0.46,+,0.06,0.41,499.0,0.42,499.0,79.90
081219,20210129,65000.0,1.0,"27,300",0.42,0.42,0.42,0.42,X,0.0,0.42,10.0,0.43,10.0,79.90
081220,20210129,215000.0,5.0,"264,650",1.21,1.25,1.21,1.25,+,0.16,1.16,10.0,1.17,10.0,875.00
081221,20210129,239000.0,16.0,"292,250",1.22,1.27,1.17,1.17,+,0.04,1.19,10.0,1.2,10.0,875.00
081222,20210129,153000.0,5.0,"86,070",0.58,0.58,0.54,0.54,-,0.06,0.52,499.0,0.53,499.0,105.00
081223,20210129,70000.0,7.0,"46,600",0.69,0.69,0.64,0.64,-,0.07,0.63,499.0,0.64,489.0,220.50
081224,20210129,2650000.0,76.0,"770,730",0.35,0.35,0.24,0.25,-,0.08,0.24,474.0,0.25,469.0,31.20
081225,20210129,392000.0,15.0,"227,150",0.61,0.61,0.51,0.51,-,0.12,0.51,15.0,0.52,10.0,31.20
081226,20210129,390000.0,7.0,"124,250",0.35,0.35,0.3,0.3,-,0.08,0.29,10.0,0.3,10.0,31.20
081227,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.41,10.0,0.42,10.0,42.80
081228,20210129,5000.0,3.0,"3,960",0.82,0.82,0.74,0.74,-,0.07,0.71,499.0,0.72,499.0,"2,940.00"
081229,20210129,1000.0,1.0,480,0.48,0.48,0.48,0.48,-,0.04,0.46,10.0,0.47,10.0,"2,940.00"
081230,20210129,1000.0,1.0,350,0.35,0.35,0.35,0.35,-,0.03,0.33,10.0,0.34,10.0,"2,940.00"
081231,20210129,340000.0,6.0,"125,800",0.37,0.37,0.37,0.37,-,0.04,0.36,10.0,0.37,10.0,"2,940.00"
081232,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.75,10.0,0.76,10.0,482.00
081233,20210129,72000.0,4.0,"37,520",0.52,0.53,0.51,0.53,+,0.09,0.49,499.0,0.5,499.0,13.05
081234,20210129,13000.0,3.0,"17,100",1.35,1.35,1.29,1.29,-,0.17,1.3,10.0,1.31,10.0,43.00
081235,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.57,10.0,0.58,10.0,114.00
081236,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.65,499.0,0.66,499.0,12.10
081237,20210129,138000.0,28.0,"588,020",4.22,4.36,4.08,4.24,+,0.09,3.88,25.0,3.89,25.0,56.50
081238,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.99,25.0,1.0,25.0,405.50
081239,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.38,25.0,0.39,25.0,24.15
081240,20210129,29000.0,2.0,"31,970",1.21,1.21,1.09,1.09,-,0.12,0.99,25.0,1.0,25.0,83.20
081241,20210129,111000.0,1.0,"83,250",0.75,0.75,0.75,0.75,+,0.06,0.7,25.0,0.71,25.0,79.90
081242,20210129,107000.0,14.0,"165,410",1.69,1.69,1.47,1.5,-,0.17,1.43,25.0,1.44,25.0,"2,940.00"
081243,20210129,30000.0,1.0,"37,200",1.24,1.24,1.24,1.24,+,0.01,1.15,50.0,1.16,50.0,482.00
081244,20210129,143000.0,6.0,"46,920",0.34,0.34,0.3,0.31,-,0.08,0.3,10.0,0.31,10.0,31.20
081245,20210129,1985000.0,20.0,"1,892,560",0.94,1.0,0.9,0.9,-,0.05,0.89,25.0,0.9,20.0,29.60
081246,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.5,25.0,1.51,25.0,29.60
081247,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.89,10.0,0.9,10.0,86.20
081248,20210129,48000.0,5.0,"55,230",1.13,1.18,1.11,1.11,+,0.02,1.05,25.0,1.06,10.0,29.60
081249,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.27,25.0,1.28,10.0,69.90
081250,20210129,108000.0,11.0,"81,620",0.79,0.8,0.71,0.71,-,0.05,0.7,25.0,0.71,10.0,40.90
081251,20210129,251000.0,16.0,"284,000",1.23,1.23,0.9,0.9,-,0.37,0.92,25.0,0.93,10.0,31.20
081252,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.99,25.0,1.0,10.0,120.00
081253,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.72,499.0,--,0.0,40.90
081254,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.56,499.0,--,0.0,40.90
081255,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.85,499.0,0.86,30.0,78.20
081256,20210129,797000.0,31.0,"2,145,820",2.98,2.98,2.28,2.28,-,0.7,2.34,11.0,2.36,10.0,31.20
081257,20210129,504000.0,30.0,"610,150",1.35,1.35,1.05,1.08,-,0.29,1.08,10.0,1.09,10.0,31.20
081258,20210129,248000.0,13.0,"313,380",1.19,1.37,1.17,1.26,+,0.04,1.13,10.0,1.14,10.0,73.80
081259,20210129,22000.0,2.0,"28,160",1.28,1.28,1.28,1.28,+,0.01,1.12,499.0,1.13,30.0,125.00
081260,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.75,10.0,2.85,10.0,226.00
081261,20210129,38000.0,3.0,"40,640",1.08,1.08,1.04,1.04,-,0.11,1.0,100.0,1.01,100.0,84.20
081262,20210129,212000.0,14.0,"317,960",1.58,1.63,1.4,1.42,-,0.09,1.44,100.0,1.45,100.0,50.00
081263,20210129,181000.0,6.0,"235,100",1.34,1.34,1.22,1.22,-,0.12,1.13,100.0,1.14,100.0,41.50
081264,20210129,240000.0,3.0,"230,300",0.9,0.97,0.9,0.97,X,0.0,0.87,499.0,0.88,100.0,14.75
081265,20210129,30000.0,1.0,"12,900",0.43,0.43,0.43,0.43,+,0.07,0.41,100.0,0.42,100.0,13.05
081266,20210129,71000.0,1.0,"55,380",0.78,0.78,0.78,0.78,-,0.06,0.7,25.0,0.72,25.0,26.00
081267,20210129,54000.0,1.0,"60,480",1.12,1.12,1.12,1.12,X,0.0,1.14,25.0,1.15,25.0,47.90
081268,20210129,128000.0,1.0,"102,400",0.8,0.8,0.8,0.8,+,0.02,0.66,25.0,0.67,25.0,41.50
081269,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.97,25.0,0.98,25.0,73.40
08126P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.48,100.0,2.49,10.0,0.00
081270,20210129,19000.0,1.0,"13,680",0.72,0.72,0.72,0.72, ,0.0,0.69,10.0,0.7,10.0,48.25
081271,20210129,6000.0,2.0,"2,370",0.4,0.4,0.39,0.39,-,0.01,0.38,400.0,0.39,400.0,12.60
081272,20210129,118000.0,1.0,"101,480",0.86,0.86,0.86,0.86,+,0.01,0.84,499.0,0.85,499.0,405.50
081273,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.45,10.0,0.46,10.0,47.90
081274,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.38,499.0,0.39,499.0,16.45
081275,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.23,499.0,0.24,499.0,8.29
081276,20210129,90000.0,1.0,"72,900",0.81,0.81,0.81,0.81, ,0.0,0.77,10.0,0.78,10.0,100.00
081277,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.28,400.0,0.29,400.0,23.40
081278,20210129,479000.0,12.0,"380,480",0.82,0.85,0.77,0.8,-,0.07,0.77,499.0,0.78,499.0,396.00
081279,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,499.0,0.41,499.0,24.15
081280,20210129,2000.0,2.0,"1,510",0.74,0.77,0.74,0.77,+,0.07,0.67,10.0,0.68,10.0,39.30
081281,20210129,499000.0,1.0,"409,180",0.82,0.82,0.82,0.82,X,0.0,0.76,10.0,0.77,10.0,26.45
081282,20210129,10000.0,1.0,"7,700",0.77,0.77,0.77,0.77,-,0.09,0.76,400.0,0.77,400.0,32.85
081283,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,10.0,0.31,10.0,31.20
081284,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.51,10.0,0.52,10.0,42.80
081285,20210129,196000.0,5.0,"211,060",1.21,1.21,1.07,1.07,-,0.05,1.07,429.0,1.08,499.0,394.00
081286,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.47,10.0,0.48,10.0,482.00
081287,20210129,739000.0,78.0,"1,001,840",1.43,1.45,1.28,1.32,+,0.02,1.22,400.0,1.23,400.0,395.00
081288,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.66,10.0,0.67,10.0,160.50
081289,20210129,150000.0,29.0,"283,180",1.96,1.97,1.64,1.64,-,0.21,1.62,10.0,1.63,10.0,226.00
081290,20210129,29000.0,8.0,"69,280",2.38,2.44,2.36,2.41,+,0.04,2.26,100.0,2.36,10.0,29.60
081291,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.23,100.0,2.33,10.0,56.50
081292,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.31,100.0,2.41,10.0,56.50
081293,20210129,51000.0,2.0,"29,040",0.57,0.57,0.54,0.54,-,0.01,0.54,100.0,0.55,50.0,18.85
081294,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.45,100.0,0.46,50.0,16.45
081295,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.09,100.0,1.1,50.0,33.25
081296,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.29,100.0,0.3,50.0,8.29
081297,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,100.0,0.53,50.0,25.10
081298,20210129,20000.0,1.0,"13,000",0.65,0.65,0.65,0.65,-,0.06,0.61,100.0,0.62,50.0,40.90
081299,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.8,100.0,0.81,50.0,40.90
081300,20210129,604000.0,20.0,"843,320",1.41,1.42,1.17,1.17,-,0.13,1.17,90.0,1.18,50.0,50.00
081301,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.4,100.0,0.41,50.0,269.50
081302,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.54,100.0,0.55,50.0,269.50
081303,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.8,100.0,0.9,10.0,83.20
081304,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,100.0,0.62,10.0,83.20
081305,20210129,10000.0,1.0,"17,100",1.71,1.71,1.71,1.71, ,0.0,1.56,100.0,1.57,50.0,32.85
081306,20210129,19000.0,2.0,"32,110",1.69,1.69,1.69,1.69,-,0.04,1.47,100.0,1.48,50.0,52.10
081307,20210129,959000.0,55.0,"1,616,890",1.66,1.8,1.59,1.61,+,0.13,1.56,100.0,1.57,50.0,14.75
081308,20210129,477000.0,17.0,"301,430",0.68,0.71,0.57,0.59,-,0.17,0.59,100.0,0.6,50.0,31.20
081309,20210129,153000.0,10.0,"104,590",0.74,0.74,0.65,0.65,-,0.19,0.66,100.0,0.67,50.0,31.20
081310,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.47,100.0,0.48,50.0,31.20
081311,20210129,55000.0,5.0,"67,450",1.33,1.33,1.17,1.17,-,0.14,1.15,100.0,1.16,50.0,67.40
081312,20210129,88000.0,6.0,"164,920",1.72,1.97,1.71,1.71,+,0.04,1.56,100.0,1.57,50.0,73.80
081313,20210129,129000.0,11.0,"179,660",1.5,1.56,1.35,1.39,-,0.02,1.31,100.0,1.32,50.0,394.00
081314,20210129,108000.0,6.0,"170,340",1.61,1.65,1.52,1.53,-,0.01,1.45,100.0,1.46,50.0,394.00
081315,20210129,200000.0,3.0,"110,100",0.56,0.56,0.55,0.55,+,0.11,0.53,10.0,0.54,50.0,13.05
081316,20210129,40000.0,2.0,"37,600",1.0,1.0,0.92,0.92,-,0.16,0.91,100.0,0.92,20.0,142.00
081317,20210129,1000.0,1.0,"3,260",3.26,3.26,3.26,3.26,X,0.0,3.25,100.0,3.35,10.0,310.50
081318,20210129,483000.0,27.0,"971,110",2.1,2.15,1.9,2.01,+,0.01,1.96,10.0,1.97,50.0,55.70
081319,20210129,130000.0,2.0,"326,800",2.5,2.56,2.5,2.56,+,0.06,2.46,100.0,2.5,10.0,55.70
081320,20210129,2000.0,1.0,"2,120",1.06,1.06,1.06,1.06,-,0.04,1.02,100.0,1.04,50.0,119.00
081321,20210129,123000.0,3.0,"117,540",0.95,0.98,0.95,0.98, ,0.0,0.93,10.0,0.94,50.0,75.80
081322,20210129,186000.0,14.0,"251,470",1.35,1.4,1.31,1.33,-,0.04,1.33,10.0,1.34,50.0,75.80
081323,20210129,15000.0,6.0,"41,900",2.9,2.9,2.59,2.59,-,0.29,2.61,100.0,2.62,10.0,826.00
081324,20210129,80000.0,15.0,"259,260",3.22,3.29,3.19,3.19,+,0.18,2.74,100.0,2.81,10.0,226.00
081325,20210129,411000.0,28.0,"734,870",1.86,1.99,1.53,1.53,-,0.3,1.58,10.0,1.59,50.0,77.60
081326,20210129,25000.0,4.0,"58,150",2.35,2.35,2.31,2.31,X,0.0,2.3,25.0,2.33,10.0,97.10
081327,20210129,231000.0,13.0,"484,150",2.07,2.17,2.05,2.05,-,0.02,1.92,25.0,1.96,10.0,29.60
081328,20210129,13000.0,2.0,"18,060",1.41,1.41,1.32,1.32,-,0.01,1.32,25.0,1.34,10.0,30.69
081329,20210129,20000.0,2.0,"23,400",1.17,1.17,1.17,1.17,X,0.0,1.16,25.0,1.17,10.0,40.15
081330,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.68,25.0,0.69,10.0,16.20
081331,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.76,25.0,0.77,10.0,69.90
081332,20210129,22000.0,1.0,"23,100",1.05,1.05,1.05,1.05,-,0.17,1.05,25.0,1.06,10.0,31.40
081333,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.49,25.0,0.5,10.0,40.90
081334,20210129,1000.0,1.0,"3,270",3.27,3.27,3.27,3.27,-,0.72,3.15,25.0,--,0.0,111.50
081335,20210129,33000.0,15.0,"79,380",2.6,2.62,2.09,2.09,-,0.33,1.94,25.0,1.95,10.0,189.00
081336,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.44,25.0,1.54,10.0,41.50
081337,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.97,25.0,0.98,10.0,220.50
081338,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.87,25.0,0.88,10.0,39.90
081339,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.82,25.0,0.83,10.0,60.50
081340,20210129,116000.0,3.0,"162,120",1.39,1.4,1.35,1.4,-,0.07,0.56,62.0,--,0.0,138.50
081341,20210129,79000.0,9.0,"66,090",0.93,0.95,0.78,0.78,-,0.15,0.77,25.0,0.78,9.0,135.50
081342,20210129,6000.0,1.0,"14,160",2.36,2.36,2.36,2.36,-,0.01,2.26,25.0,2.28,10.0,370.00
081343,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.73,25.0,0.74,10.0,36.20
081344,20210129,18000.0,5.0,"17,780",1.04,1.04,0.93,0.93,-,0.08,0.93,25.0,0.94,10.0,30.60
081345,20210129,131000.0,5.0,"69,920",0.5,0.62,0.5,0.62,+,0.08,0.57,100.0,0.62,4.0,6.72
081346,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.92,100.0,1.93,10.0,29.60
081347,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.49,200.0,0.5,100.0,7.64
081348,20210129,153000.0,15.0,"90,090",0.55,0.66,0.55,0.66,+,0.07,0.66,90.0,0.68,5.0,7.64
081349,20210129,41000.0,5.0,"55,660",1.36,1.36,1.26,1.26,X,0.0,1.22,100.0,1.32,10.0,65.60
081350,20210129,2000.0,2.0,610,0.32,0.32,0.29,0.29,-,0.04,0.28,100.0,0.29,100.0,9.26
081351,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.69,100.0,1.7,50.0,405.50
081352,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.64,100.0,0.65,50.0,31.40
081353,20210129,84000.0,12.0,"373,510",4.48,4.61,4.05,4.05,-,0.13,4.05,99.0,4.07,50.0,574.00
081354,20210129,210000.0,10.0,"220,770",1.07,1.09,0.99,0.99,+,0.01,0.95,100.0,0.96,50.0,39.30
081355,20210129,381000.0,14.0,"392,350",1.04,1.04,1.01,1.03,-,0.04,1.02,100.0,1.03,50.0,25.15
081356,20210129,38000.0,4.0,"19,190",0.53,0.53,0.48,0.48,-,0.12,0.45,100.0,0.55,10.0,83.20
081357,20210129,131000.0,13.0,"134,210",1.05,1.05,0.95,0.95,-,0.11,0.88,100.0,0.89,50.0,41.50
081358,20210129,19000.0,2.0,"26,470",1.43,1.43,1.36,1.36,-,0.07,1.33,100.0,1.34,50.0,45.55
081359,20210129,53000.0,2.0,"44,330",0.81,0.86,0.81,0.86,+,0.16,0.78,100.0,0.8,50.0,13.05
081360,20210129,80000.0,7.0,"147,950",1.87,1.87,1.83,1.83,X,0.0,1.78,100.0,1.79,50.0,208.00
081361,20210129,220000.0,4.0,"240,650",1.14,1.14,1.09,1.09,-,0.07,0.97,100.0,0.98,50.0,43.10
081362,20210129,331000.0,9.0,"597,080",1.85,1.85,1.66,1.66,-,0.14,1.68,100.0,1.69,50.0,135.00
081363,20210129,43000.0,4.0,"120,160",2.78,2.8,2.76,2.8,+,0.15,2.65,100.0,2.74,10.0,"1,905.00"
081364,20210129,22000.0,4.0,"33,150",1.56,1.56,1.47,1.47,-,0.19,1.4,100.0,1.41,50.0,160.50
081365,20210129,8000.0,6.0,"12,490",1.62,1.62,1.54,1.54,-,0.09,1.53,100.0,1.54,50.0,30.00
081366,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.81,100.0,0.82,50.0,28.00
081367,20210129,2000.0,1.0,"2,000",1.0,1.0,1.0,1.0,-,0.04,0.95,100.0,0.96,50.0,38.75
081368,20210129,5000.0,1.0,"9,000",1.8,1.8,1.8,1.8,-,0.01,1.65,25.0,1.72,10.0,591.00
081369,20210129,88000.0,7.0,"275,240",3.41,3.49,2.9,2.9,-,0.27,2.89,25.0,2.99,10.0,591.00
081370,20210129,86000.0,11.0,"171,830",2.1,2.1,1.71,1.71,-,0.17,1.77,1.0,1.81,10.0,591.00
081371,20210129,40000.0,2.0,"184,200",4.58,4.63,4.58,4.63,+,0.43,3.93,25.0,4.03,10.0,591.00
081372,20210129,138000.0,17.0,"308,900",2.67,2.67,2.12,2.17,-,0.44,2.07,499.0,2.17,70.0,0.00
081373,20210129,100000.0,1.0,"40,000",0.4,0.4,0.4,0.4,X,0.0,0.3,499.0,0.31,200.0,0.00
081374,20210129,819000.0,6.0,"182,390",0.24,0.24,0.21,0.21,-,0.04,0.2,499.0,0.21,399.0,0.00
081375,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.37,499.0,0.38,200.0,0.00
081376,20210129,95000.0,6.0,"170,300",1.85,1.85,1.78,1.8,-,0.04,1.67,10.0,1.68,10.0,0.00
081377,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.95,10.0,--,0.0,0.00
081378,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.32,10.0,--,0.0,0.00
081379,20210129,195000.0,7.0,"828,950",4.96,4.96,4.0,4.02,-,1.08,3.67,10.0,3.75,10.0,0.00
081380,20210129,32000.0,3.0,"63,640",1.98,2.03,1.87,1.87,+,0.01,1.83,10.0,1.84,10.0,0.00
081381,20210129,45000.0,7.0,"340,250",8.05,8.05,7.2,7.2,-,0.35,6.8,998.0,6.85,100.0,0.00
081382,20210129,204000.0,10.0,"554,490",2.91,2.94,2.61,2.61,-,0.1,2.5,998.0,2.51,100.0,0.00
081383,20210129,866000.0,25.0,"1,202,120",1.46,1.47,1.26,1.29,-,0.04,1.21,998.0,1.22,300.0,0.00
081384,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.54,10.0,2.56,10.0,0.00
081385,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.22,10.0,0.23,10.0,0.00
081386,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.59,10.0,0.6,10.0,0.00
081387,20210129,21000.0,3.0,"26,160",1.26,1.26,1.23,1.23,-,0.03,1.18,10.0,1.19,10.0,0.00
081388,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.52,10.0,0.53,10.0,0.00
081389,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.58,10.0,0.59,10.0,0.00
081390,20210129,13000.0,2.0,"49,560",3.96,3.96,3.32,3.32,-,0.36,3.0,998.0,3.01,998.0,0.00
081391,20210129,15000.0,10.0,"95,900",6.8,6.8,5.4,5.4,-,1.05,5.2,998.0,5.25,1008.0,0.00
081392,20210129,25000.0,3.0,"72,420",2.94,2.94,2.6,2.6,-,0.01,2.32,998.0,2.33,998.0,0.00
081393,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.81,10.0,0.82,10.0,42.45
081394,20210129,21000.0,3.0,"28,850",1.46,1.46,1.12,1.12,-,0.5,1.11,100.0,1.12,95.0,111.50
081395,20210129,213000.0,16.0,"445,560",2.11,2.16,1.99,1.99,+,0.07,1.9,10.0,1.91,10.0,574.00
081396,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.98,10.0,1.99,10.0,451.50
081397,20210129,16000.0,6.0,"37,650",2.43,2.48,2.29,2.29,+,0.05,2.24,10.0,2.25,10.0,875.00
081398,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.66,10.0,0.67,10.0,198.00
081399,20210129,93000.0,3.0,"68,190",0.77,0.77,0.71,0.71,-,0.04,0.65,10.0,0.66,10.0,"2,940.00"
081400,20210129,20000.0,1.0,"12,200",0.61,0.61,0.61,0.61,-,0.05,0.59,10.0,0.6,10.0,86.50
081401,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.43,10.0,2.44,10.0,669.00
081402,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.37,10.0,3.38,10.0,669.00
081403,20210129,827000.0,6.0,"747,020",0.9,0.94,0.89,0.94,-,0.02,0.93,25.0,0.95,10.0,9.36
081404,20210129,40000.0,2.0,"36,800",0.92,0.92,0.92,0.92,+,0.06,0.84,25.0,0.85,10.0,17.95
081405,20210129,190000.0,1.0,"62,700",0.33,0.33,0.33,0.33, ,0.0,0.29,25.0,0.3,10.0,15.95
081406,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.14,25.0,1.15,10.0,25.00
081407,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.77,25.0,0.78,10.0,23.15
081408,20210129,339000.0,11.0,"563,830",1.9,1.9,1.48,1.48,-,0.47,1.48,15.0,1.8,15.0,111.50
081409,20210129,208000.0,14.0,"746,020",3.95,3.95,3.19,3.19,-,0.75,3.02,25.0,3.14,100.0,111.50
081410,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.35,25.0,5.4,10.0,41.35
