ticker,Date,TVol,TXN,TV,OP,HP,LP,CP,Dir,CHG,LBBP,LBBV,LBSP,LBSV,PER
0050,20210129,14709917.0,18761.0,"1,910,423,184",131.6,131.85,128.2,128.2,-,2.15,128.15,4.0,128.2,285.0,0.00
0051,20210129,29192.0,44.0,"1,291,507",44.89,45.0,43.7,43.7,-,1.0,43.7,33.0,43.85,20.0,0.00
0052,20210129,1894468.0,1402.0,"235,296,203",126.4,126.85,122.1,122.15,-,1.65,122.1,1.0,122.15,4.0,0.00
0053,20210129,51173.0,52.0,"3,270,137",64.95,64.95,63.05,63.2,-,0.35,63.0,1.0,63.2,2.0,0.00
0054,20210129,60020.0,15.0,"1,787,555",30.14,30.15,29.5,29.5,-,0.64,29.11,50.0,29.35,16.0,0.00
0055,20210129,181401.0,103.0,"3,151,746",17.5,17.5,17.25,17.25,-,0.25,17.24,1.0,17.25,6.0,0.00
0056,20210129,12351255.0,6782.0,"377,489,552",30.73,30.77,30.21,30.26,-,0.46,30.26,35.0,30.27,18.0,0.00
0057,20210129,34048.0,14.0,"2,974,819",88.7,88.7,86.85,86.85,-,0.25,85.75,4.0,85.9,10.0,0.00
0061,20210129,229685.0,133.0,"5,654,773",24.56,24.74,24.48,24.48,-,0.22,24.48,21.0,24.55,3.0,0.00
006203,20210129,11372.0,16.0,"691,465",61.15,61.15,59.95,59.95,-,0.75,59.95,34.0,60.1,1.0,0.00
006204,20210129,1123.0,4.0,"87,235",77.7,77.7,77.7,77.7,+,0.35,75.6,10.0,75.9,10.0,0.00
006205,20210129,1881464.0,841.0,"74,830,198",39.74,40.02,39.49,39.49,-,0.37,39.49,199.0,39.5,15.0,0.00
006206,20210129,250533.0,71.0,"10,199,558",40.79,40.85,40.45,40.45,-,0.24,40.44,35.0,40.45,25.0,0.00
006207,20210129,2653964.0,368.0,"85,256,755",32.0,32.41,31.93,31.94,-,0.38,31.93,56.0,31.94,1.0,0.00
006208,20210129,2557808.0,3235.0,"191,035,218",75.9,76.0,73.55,73.55,-,1.35,73.5,31.0,73.55,25.0,0.00
00625K,20210129,20000.0,2.0,"187,200",9.36,9.36,9.36,9.36,+,0.03,9.2,5.0,9.45,2.0,0.00
00631L,20210129,4235479.0,2103.0,"423,603,674",102.4,102.45,97.1,97.1,-,3.55,97.05,1.0,97.1,83.0,0.00
00632R,20210129,243971637.0,17039.0,"1,615,840,692",6.55,6.72,6.54,6.72,+,0.12,6.72,7289.0,6.73,8565.0,0.00
00633L,20210129,8544050.0,1311.0,"652,311,905",76.2,77.05,75.2,75.2,-,0.7,75.2,705.0,75.25,12.0,0.00
00634R,20210129,1232000.0,112.0,"4,693,710",3.8,3.84,3.79,3.84,+,0.03,3.83,333.0,3.84,105.0,0.00
00635U,20210129,325046.0,138.0,"8,089,694",24.86,24.92,24.85,24.91,+,0.06,24.91,295.0,24.92,16.0,0.00
00636,20210129,1333407.0,413.0,"38,343,918",28.7,28.9,28.58,28.58,-,0.04,28.58,22.0,28.6,13.0,0.00
00636K,20210129,100.0,1.0,"1,025",10.25,10.25,10.25,10.25,+,0.06,10.11,15.0,10.22,15.0,0.00
00637L,20210129,42808309.0,5546.0,"1,284,311,029",29.97,30.28,29.6,29.6,-,0.22,29.59,61.0,29.6,247.0,0.00
00638R,20210129,1522419.0,153.0,"11,543,847",7.61,7.63,7.55,7.62,+,0.01,7.62,192.0,7.63,15.0,0.00
00639,20210129,2284858.0,344.0,"40,541,289",17.8,17.89,17.63,17.63,-,0.17,17.62,412.0,17.63,46.0,0.00
00640L,20210129,784000.0,84.0,"19,810,810",25.5,25.66,24.68,24.78,-,0.72,24.74,102.0,24.78,99.0,0.00
00641R,20210129,1527000.0,127.0,"17,817,980",11.59,11.78,11.53,11.74,+,0.17,11.74,12.0,11.76,3.0,0.00
00642U,20210129,10160745.0,1738.0,"90,649,767",8.93,8.95,8.9,8.92,-,0.05,8.91,460.0,8.92,185.0,0.00
00643,20210129,866520.0,146.0,"16,753,797",19.53,19.54,19.26,19.3,-,0.05,19.29,3.0,19.3,1.0,0.00
00643K,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.46,2.0,4.58,2.0,0.00
00645,20210129,183867.0,28.0,"4,402,750",24.06,24.06,23.62,23.64,-,0.42,23.64,49.0,23.66,50.0,0.00
00646,20210129,3457078.0,1208.0,"110,966,794",32.2,32.3,31.89,31.92,-,0.07,31.9,6.0,31.92,56.0,0.00
00647L,20210129,875000.0,68.0,"43,736,370",50.55,50.8,49.59,49.59,-,0.19,49.48,100.0,49.59,47.0,0.00
00648R,20210129,1389000.0,162.0,"11,631,980",8.34,8.42,8.31,8.42,+,0.03,8.41,37.0,8.42,334.0,0.00
00650L,20210129,3842900.0,467.0,"116,009,300",30.69,30.81,29.65,29.65,-,0.95,29.65,168.0,29.68,10.0,0.00
00651R,20210129,671000.0,88.0,"4,758,890",7.08,7.17,7.0,7.15,+,0.07,7.15,68.0,7.17,40.0,0.00
00652,20210129,122168.0,88.0,"2,886,933",23.88,23.88,23.55,23.55,-,0.13,23.55,18.0,23.59,8.0,0.00
00653L,20210129,1585000.0,514.0,"50,402,520",32.05,32.14,31.32,31.5,-,0.1,31.49,1.0,31.5,7.0,0.00
00654R,20210129,312000.0,79.0,"3,260,010",10.49,10.52,10.34,10.49, ,0.0,10.49,46.0,10.5,3.0,0.00
00655L,20210129,3392000.0,912.0,"194,410,250",57.25,57.8,56.5,56.5,-,0.6,56.5,5.0,56.55,301.0,0.00
00656R,20210129,256000.0,28.0,"1,789,540",7.04,7.04,6.97,7.04,+,0.03,7.03,450.0,7.04,1.0,0.00
00657,20210129,15373.0,9.0,"525,792",34.5,34.51,33.94,33.94,-,0.68,33.94,29.0,34.0,10.0,0.00
00657K,20210129,100.0,1.0,"1,235",12.35,12.35,12.35,12.35,-,0.01,12.06,12.0,12.16,12.0,0.00
00660,20210129,15236.0,9.0,"381,122",25.12,25.13,25.0,25.0, ,0.0,24.82,38.0,24.92,20.0,0.00
00661,20210129,3000.0,2.0,"105,120",35.05,35.05,35.02,35.02,-,0.12,34.28,10.0,34.46,15.0,0.00
00662,20210129,553160.0,144.0,"26,001,718",47.01,47.23,46.64,46.65,-,0.27,46.64,53.0,46.65,6.0,0.00
00663L,20210129,21000.0,16.0,"1,870,500",90.3,90.4,86.0,86.45,-,2.45,85.45,447.0,85.65,238.0,0.00
00664R,20210129,11090000.0,1109.0,"83,537,250",7.45,7.64,7.44,7.64,+,0.13,7.64,2977.0,7.65,90.0,0.00
00665L,20210129,1059000.0,169.0,"29,047,230",28.25,28.27,27.08,27.08,-,0.77,27.05,1.0,27.08,56.0,0.00
00666R,20210129,84000.0,7.0,"905,920",10.73,10.84,10.73,10.84,+,0.11,10.84,2.0,10.88,100.0,0.00
00668,20210129,9158.0,9.0,"282,068",30.74,30.94,30.69,30.69,+,0.02,30.58,53.0,30.66,60.0,0.00
00668K,20210129,100.0,1.0,"1,101",11.01,11.01,11.01,11.01,+,0.09,--,0.0,--,0.0,0.00
00669R,20210129,11908100.0,795.0,"110,720,595",9.26,9.36,9.22,9.36,+,0.03,9.35,108.0,9.36,372.0,0.00
00670L,20210129,687635.0,252.0,"57,789,076",84.9,85.25,82.85,83.05,-,0.9,83.0,4.0,83.05,380.0,0.00
00671R,20210129,7341000.0,422.0,"46,826,040",6.32,6.42,6.32,6.42,+,0.05,6.41,62.0,6.42,396.0,0.00
00673R,20210129,170200.0,76.0,"3,851,013",22.62,22.66,22.55,22.64,+,0.2,22.64,141.0,22.65,1.0,0.00
00674R,20210129,75000.0,18.0,"979,070",13.1,13.1,13.04,13.07,-,0.04,13.04,1.0,13.06,5.0,0.00
00675L,20210129,540000.0,349.0,"20,455,440",38.7,38.76,36.71,36.71,-,1.38,36.7,2.0,36.71,182.0,0.00
00676R,20210129,11906000.0,677.0,"49,020,880",4.06,4.17,4.06,4.17,+,0.07,4.17,1079.0,4.18,2567.0,0.00
00677U,20210129,451361791.0,26705.0,"1,777,785,150",3.78,4.1,3.75,4.1,+,0.25,4.1,5320.0,4.11,2680.0,0.00
00678,20210129,448210.0,47.0,"12,900,540",28.96,28.97,28.72,28.72,-,0.18,28.71,2.0,28.72,2.0,0.00
00680L,20210129,60000.0,34.0,"1,620,080",27.03,27.15,26.91,27.15,-,0.35,27.12,3.0,27.15,13.0,0.00
00681R,20210129,49000.0,8.0,"640,630",13.08,13.08,13.06,13.07,+,0.09,13.05,100.0,13.07,11.0,0.00
00682U,20210129,106000.0,44.0,"1,911,640",18.12,18.12,18.0,18.07, ,0.0,18.06,2.0,18.07,4.0,0.00
00683L,20210129,813000.0,223.0,"13,611,660",16.7,16.78,16.68,16.76,-,0.01,16.75,30.0,16.76,9.0,0.00
00684R,20210129,0.0,0.0,0,--,--,--,--, ,0.0,19.31,20.0,19.37,2.0,0.00
00685L,20210129,79000.0,21.0,"2,592,570",33.5,33.51,32.2,32.2,-,1.28,32.06,10.0,32.2,2.0,0.00
00686R,20210129,501000.0,54.0,"2,236,330",4.43,4.54,4.42,4.54,+,0.08,4.53,201.0,4.54,13.0,0.00
00688L,20210129,112000.0,10.0,"3,066,510",27.21,27.41,27.21,27.39,-,0.43,27.4,50.0,27.44,40.0,0.00
00689R,20210129,149000.0,6.0,"2,001,650",13.45,13.45,13.43,13.43,+,0.1,13.41,60.0,13.44,80.0,0.00
00690,20210129,192983.0,76.0,"5,729,793",30.04,30.1,29.43,29.43,-,0.42,29.35,21.0,29.43,20.0,0.00
00692,20210129,3562893.0,2388.0,"115,151,788",32.73,32.8,31.96,31.96,-,0.39,31.95,14.0,31.96,253.0,0.00
00693U,20210129,9259528.0,569.0,"192,035,461",20.65,20.83,20.64,20.73,-,0.24,20.72,29.0,20.73,46.0,0.00
00700,20210129,157521.0,29.0,"3,199,610",20.3,20.46,20.08,20.08,-,0.34,20.08,1.0,20.16,20.0,0.00
00701,20210129,1466379.0,964.0,"30,115,052",20.6,20.62,20.46,20.46,-,0.13,20.45,44.0,20.46,48.0,0.00
00702,20210129,55169.0,18.0,"973,002",17.66,17.66,17.57,17.57,-,0.38,17.55,5.0,17.64,15.0,0.00
00703,20210129,360242.0,50.0,"9,841,521",27.46,27.48,27.2,27.21,-,0.1,27.17,1.0,27.2,21.0,0.00
00706L,20210129,0.0,0.0,0,--,--,--,--, ,0.0,17.79,40.0,17.82,36.0,0.00
00707R,20210129,0.0,0.0,0,--,--,--,--, ,0.0,18.88,68.0,18.93,34.0,0.00
00708L,20210129,1249150.0,270.0,"35,475,148",28.37,28.48,28.33,28.45,+,0.18,28.45,348.0,28.46,16.0,0.00
00709,20210129,109100.0,11.0,"2,310,587",21.3,21.3,21.09,21.09,-,0.2,21.03,5.0,21.09,20.0,0.00
00710B,20210129,218000.0,92.0,"4,005,660",18.39,18.39,18.36,18.37,+,0.01,18.37,23.0,18.38,21.0,0.00
00711B,20210129,101370.0,5.0,"2,168,232",21.34,21.39,21.34,21.39,+,0.05,21.37,10.0,21.42,29.0,0.00
00712,20210129,1454678.0,417.0,"18,310,512",12.63,12.66,12.54,12.56,+,0.02,12.55,16.0,12.57,31.0,0.00
00713,20210129,172613.0,126.0,"5,966,372",34.9,34.9,34.26,34.26,-,0.59,34.26,1.0,34.27,20.0,0.00
00714,20210129,214000.0,9.0,"3,948,620",18.49,18.5,18.41,18.41,-,0.07,18.39,10.0,18.45,50.0,0.00
00715L,20210129,21524302.0,1810.0,"109,665,607",5.07,5.12,5.07,5.08,-,0.04,5.08,1717.0,5.09,146.0,0.00
00717,20210129,708325.0,165.0,"11,690,366",16.57,16.57,16.48,16.49, ,0.0,16.48,14.0,16.49,1.0,0.00
00728,20210129,475272.0,341.0,"12,369,147",26.13,26.23,25.78,25.78,-,0.12,25.77,1.0,25.78,2.0,0.00
00730,20210129,562048.0,268.0,"10,305,041",18.51,18.55,18.16,18.16,-,0.33,18.15,5.0,18.16,6.0,0.00
00731,20210129,293070.0,26.0,"14,043,099",48.26,48.28,47.54,47.54,-,0.61,47.5,6.0,47.54,14.0,0.00
00732,20210129,106000.0,4.0,"4,179,430",39.43,39.43,39.4,39.4,+,0.1,39.4,5.0,39.47,51.0,0.00
00733,20210129,36970.0,30.0,"938,802",25.86,25.87,25.08,25.08,-,0.57,25.08,4.0,25.18,20.0,0.00
00735,20210129,142300.0,46.0,"4,618,528",32.88,33.0,32.14,32.14,-,0.74,32.1,25.0,32.14,2.0,0.00
00736,20210129,202120.0,17.0,"4,694,982",23.29,23.38,23.06,23.06,-,0.24,22.96,2.0,22.99,20.0,0.00
00737,20210129,937906.0,302.0,"31,433,788",34.08,34.08,33.21,33.21,-,1.06,33.18,50.0,33.21,22.0,0.00
00738U,20210129,7532030.0,1836.0,"206,022,146",27.32,27.52,27.21,27.4,+,1.27,27.39,2.0,27.4,52.0,0.00
00739,20210129,376432.0,81.0,"10,944,707",29.22,29.3,28.92,28.94,-,0.23,28.96,1.0,28.97,35.0,0.00
00742,20210129,86592.0,42.0,"1,747,040",20.2,20.2,20.11,20.11,-,0.09,20.1,6.0,20.11,5.0,0.00
00743,20210129,16464.0,16.0,"496,998",30.6,30.6,30.0,30.0,-,0.28,29.88,35.0,30.0,22.0,0.00
00752,20210129,1738750.0,912.0,"57,088,731",32.87,33.1,32.56,32.56,-,0.14,32.55,8.0,32.57,8.0,0.00
00753L,20210129,1182961.0,300.0,"54,205,174",46.47,46.75,44.87,44.87,-,0.93,44.87,39.0,44.9,1.0,0.00
00757,20210129,1015170.0,516.0,"46,562,731",46.07,46.24,45.6,45.62,-,0.13,45.61,5.0,45.62,2.0,0.00
00762,20210129,425900.0,85.0,"15,232,147",35.96,35.99,35.56,35.63,+,0.01,35.59,1.0,35.63,18.0,0.00
00763U,20210129,262000.0,54.0,"6,128,780",23.3,23.51,23.28,23.32,+,0.02,23.31,1.0,23.32,393.0,0.00
00770,20210129,62461.0,24.0,"2,000,872",32.19,32.2,31.94,31.94,+,0.09,31.88,1.0,31.91,50.0,0.00
00771,20210129,49100.0,12.0,"928,590",18.91,18.97,18.91,18.91,+,0.01,18.9,8.0,18.91,18.0,0.00
00774B,20210129,2100.0,3.0,"81,697",38.95,38.95,38.95,38.95, ,0.0,38.88,9.0,39.16,5.0,0.00
00774C,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.01,5.0,9.2,2.0,0.00
00775B,20210129,2000.0,2.0,"87,400",43.7,43.7,43.7,43.7,-,0.15,43.53,5.0,43.98,2.0,0.00
00783,20210129,582300.0,43.0,"12,695,361",21.75,21.82,21.7,21.7,-,0.26,21.7,1.0,21.71,30.0,0.00
008201,20210129,100.0,1.0,"12,600",126.0,126.0,126.0,126.0,X,0.0,114.05,1.0,124.95,1.0,0.00
00830,20210129,3044691.0,649.0,"78,972,183",25.85,26.1,25.66,25.66,+,0.08,25.66,7.0,25.67,12.0,0.00
00850,20210129,4731214.0,2880.0,"147,533,758",31.55,31.6,30.8,30.8,-,0.5,30.8,43.0,30.81,138.0,0.00
00851,20210129,25000.0,15.0,"713,510",28.32,28.67,28.32,28.49,+,0.16,28.49,2.0,28.5,3.0,0.00
00852L,20210129,2262000.0,303.0,"36,700,350",16.25,16.34,15.96,15.96,-,0.03,15.95,963.0,15.96,1.0,0.00
00861,20210129,2547111.0,1208.0,"70,127,964",27.77,27.81,27.3,27.35,-,0.5,27.33,1.0,27.35,5.0,0.00
00865B,20210129,103000.0,4.0,"3,805,650",36.85,36.95,36.85,36.9,+,0.05,36.9,9.0,36.95,2.0,0.00
00875,20210129,1104487.0,589.0,"34,866,893",31.87,31.87,31.33,31.34,-,0.79,31.33,54.0,31.34,19.0,0.00
00876,20210129,6592968.0,2357.0,"183,509,008",28.11,28.2,27.52,27.53,-,0.52,27.53,14.0,27.54,69.0,0.00
00878,20210129,7095032.0,3519.0,"117,194,409",16.67,16.71,16.36,16.36,-,0.26,16.35,172.0,16.36,223.0,0.00
00881,20210129,126176011.0,56435.0,"2,153,080,750",17.39,17.4,16.83,16.83,-,0.33,16.82,384.0,16.83,776.0,0.00
01001T,20210129,0.0,0.0,0,--,--,--,--, ,0.0,18.03,50.0,18.66,10.0,0.00
01002T,20210129,58000.0,12.0,"1,095,010",18.9,18.9,18.73,18.73,-,0.15,18.73,5.0,18.9,3.0,0.00
01003T,20210129,61000.0,16.0,"1,180,280",19.6,19.6,19.28,19.35,+,0.02,19.35,6.0,19.4,6.0,0.00
01004T,20210129,5000.0,4.0,"87,600",17.54,17.54,17.51,17.51,-,0.02,17.01,10.0,17.51,1.0,0.00
01007T,20210129,25050.0,9.0,"505,166",20.21,20.21,19.67,19.67,-,0.54,19.67,1.0,20.2,5.0,0.00
01009T,20210129,86000.0,22.0,"824,950",9.6,9.6,9.58,9.6, ,0.0,9.59,1.0,9.6,17.0,0.00
01010T,20210129,56000.0,10.0,"604,780",10.8,10.8,10.79,10.8,-,0.03,10.63,1.0,10.8,2.0,0.00
020000,20210129,31000.0,11.0,"230,630",7.5,7.5,7.34,7.34,-,0.13,7.27,100.0,7.28,100.0,0.00
020002,20210129,6000.0,3.0,"132,480",22.0,22.24,22.0,22.24,+,0.2,22.0,499.0,22.02,355.0,0.00
020004,20210129,0.0,0.0,0,--,--,--,--, ,0.0,31.23,499.0,31.24,499.0,0.00
020006,20210129,0.0,0.0,0,--,--,--,--, ,0.0,26.25,105.0,26.27,107.0,0.00
020007,20210129,0.0,0.0,0,--,--,--,--, ,0.0,29.36,205.0,29.44,240.0,0.00
020008,20210129,111000.0,8.0,"1,237,720",11.19,11.19,11.13,11.13,X,0.0,11.14,200.0,11.15,200.0,0.00
020011,20210129,24000.0,10.0,"125,580",5.12,5.36,5.12,5.21,-,0.03,5.19,497.0,5.2,489.0,0.00
020012,20210129,36000.0,10.0,"221,380",6.2,6.23,6.11,6.11,-,0.06,6.11,100.0,6.12,100.0,0.00
020015,20210129,2000.0,2.0,"26,350",13.18,13.18,13.17,13.17,X,0.0,13.13,495.0,13.15,497.0,0.00
020016,20210129,0.0,0.0,0,--,--,--,--, ,0.0,17.22,491.0,17.24,495.0,0.00
020018,20210129,27000.0,8.0,"321,120",12.02,12.02,11.83,11.83,-,0.26,11.82,493.0,11.83,2.0,0.00
020019,20210129,222000.0,60.0,"2,934,550",13.11,13.4,13.01,13.05,-,0.06,13.05,486.0,13.07,490.0,0.00
02001L,20210129,41000.0,16.0,"491,540",12.61,12.63,11.59,11.59,-,0.63,11.58,100.0,11.59,96.0,0.00
02001R,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.08,100.0,3.09,100.0,0.00
020020,20210129,1333000.0,273.0,"8,440,080",6.34,6.41,6.25,6.29,-,0.02,6.28,506.0,6.29,495.0,0.00
020022,20210129,5801000.0,1280.0,"30,134,950",5.25,5.32,5.12,5.13,-,0.09,5.12,613.0,5.13,393.0,0.00
03001P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.6,25.0,1.7,10.0,0.00
03002P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.09,25.0,2.19,10.0,0.00
03004P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,25.0,0.4,10.0,0.00
03005X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,26.3,100.0,27.3,10.0,28.15
03006Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.23,998.0,0.29,10.0,0.00
03006X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,45.55
03007Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,998.0,0.11,10.0,0.00
03007X,20210129,15000.0,3.0,"277,300",18.5,18.5,18.4,18.4,-,0.2,18.4,8.0,18.5,10.0,19.00
03008Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.06,10.0,0.00
03009Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,998.0,0.05,10.0,0.00
03009X,20210129,5000.0,1.0,"112,500",22.5,22.5,22.5,22.5,X,0.0,22.4,100.0,23.4,10.0,22.70
03010P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,499.0,0.02,20.0,0.00
03010Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.03,998.0,0.05,998.0,0.00
03010X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,53.0,100.0,58.0,10.0,111.50
03011Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.12,998.0,0.13,998.0,0.00
03012Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.31,998.0,0.32,998.0,0.00
03012X,20210129,2000.0,1.0,"22,400",11.2,11.2,11.2,11.2,-,0.1,11.2,98.0,11.4,10.0,39.90
03013Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.06,998.0,0.07,998.0,0.00
03013X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.7,100.0,--,0.0,12.50
03014Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.19,998.0,0.2,998.0,0.00
03014X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,21.6,100.0,--,0.0,20.20
03015Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.3,998.0,0.31,998.0,0.00
03015X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,--,0.0,23.60
03016Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.25,998.0,0.26,998.0,0.00
03016X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.1,1.0,3.13,10.0,8.92
03017Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.49,998.0,0.5,998.0,0.00
03017X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.72,100.0,3.78,10.0,10.95
03018Q,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.8,998.0,0.81,998.0,0.00
03019Q,20210129,10000.0,1.0,"12,600",1.26,1.26,1.26,1.26,-,0.01,1.39,998.0,1.4,998.0,0.00
03019X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.95,100.0,--,0.0,19.15
03020X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.9,100.0,4.0,10.0,16.55
03021P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.16,25.0,2.26,10.0,0.00
03022P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.74,25.0,2.84,10.0,0.00
03022X,20210129,7000.0,7.0,"204,100",30.1,30.1,28.3,28.3,-,1.8,28.0,10.0,28.3,10.0,111.50
03023P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.21,25.0,3.31,10.0,0.00
03026X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,7.9,30.0,8.4,10.0,24.48
03027X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,13.0,30.0,14.0,10.0,39.49
03028X,20210129,4000.0,1.0,"109,200",27.3,27.3,27.3,27.3,X,0.0,--,0.0,--,0.0,65.60
03029P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.13,100.0,1.23,10.0,0.00
03029X,20210129,42000.0,11.0,"808,300",19.8,19.8,19.0,19.0,-,0.7,--,0.0,19.1,2.0,43.00
03030P,20210129,15000.0,4.0,"18,550",1.25,1.3,1.21,1.3,-,0.02,1.29,100.0,1.3,50.0,0.00
03031P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.05,10.0,0.00
03032P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.59,25.0,0.62,10.0,0.00
03033P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.08,25.0,0.09,10.0,0.00
03033X,20210129,70000.0,13.0,"395,850",5.75,5.75,5.6,5.6,-,0.25,5.5,3.0,6.0,2.0,198.00
03034P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,--,0.0,0.01,210.0,0.00
03035X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.25,100.0,8.4,10.0,26.00
03037P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.08,25.0,3.16,10.0,0.00
03038P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,4.19,25.0,4.29,10.0,0.00
03038X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,14.2,100.0,15.2,10.0,78.40
03039P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.72,25.0,2.82,10.0,0.00
03039X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,8.75,100.0,9.25,10.0,286.50
03040P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.75,25.0,3.85,10.0,0.00
03041P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,2.28,25.0,2.29,10.0,0.00
03042P,20210129,103000.0,2.0,"259,590",2.53,2.53,2.52,2.52,+,0.04,2.51,25.0,2.52,10.0,0.00
03043P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,25.0,0.05,10.0,0.00
03044P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.83,25.0,1.86,10.0,0.00
03045P,20210129,170000.0,3.0,"91,500",0.51,0.55,0.51,0.55,-,0.08,0.6,25.0,0.62,10.0,0.00
03046P,20210129,100000.0,2.0,"32,500",0.3,0.35,0.3,0.35,+,0.04,0.35,25.0,0.45,10.0,0.00
03047P,20210129,50000.0,1.0,"7,000",0.14,0.14,0.14,0.14,+,0.02,0.13,25.0,0.14,10.0,0.00
03047X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.1,100.0,9.2,10.0,16.45
03048F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.18,998.0,0.2,998.0,0.00
03048P,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.01,200.0,0.02,30.0,0.00
03049F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.96,998.0,0.98,998.0,0.00
03049P,20210129,310000.0,17.0,"41,610",0.13,0.15,0.12,0.13,-,0.01,0.12,129.0,0.14,110.0,0.00
03049X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.3,100.0,5.35,10.0,56.80
03050F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.66,998.0,3.72,10.0,0.00
03050X,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.7,100.0,--,0.0,38.75
03051F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,9.3,100.0,9.45,10.0,0.00
03052F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.37,998.0,3.38,998.0,0.00
03052X,20210129,3000.0,3.0,"57,600",19.4,19.4,19.0,19.0,-,0.4,18.8,100.0,19.0,10.0,87.00
03053F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.37,998.0,1.38,998.0,0.00
03053P,20210129,42000.0,4.0,"1,770",0.04,0.12,0.04,0.05,-,0.05,0.05,9.0,0.1,30.0,0.00
03054F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.68,998.0,0.69,998.0,0.00
03054P,20210129,10000.0,1.0,400,0.04,0.04,0.04,0.04, ,0.0,0.04,499.0,0.05,10.0,0.00
03055F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,5.85,998.0,5.9,499.0,0.00
03056F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,3.06,998.0,3.07,998.0,0.00
03056P,20210129,1000.0,1.0,10,0.01,0.01,0.01,0.01,X,0.0,--,0.0,0.01,10.0,0.00
03057F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.45,998.0,1.46,998.0,0.00
03058F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,1.35,998.0,1.36,998.0,0.00
03059F,20210129,0.0,0.0,0,--,--,--,--, ,0.0,0.68,998.0,0.69,998.0,0.00
03060F,20210129,6000.0,2.0,"26,940",4.65,4.65,4.33,4.33,-,0.29,4.01,998.0,4.02,998.0,0.00
